,age,job,marital_status,education,default,balance,housing_loan,personal_loan,contact_channel,last_contact_day,last_contact_month,contact_duration,campaign,gap_between_campaigns,previous,outcome_previous_campaign,insurance_subscribe
21861,48,admin.,married,secondary,no,811.0,no,yes,cellular,8.0,aug,149.0,2.0,-1.0,0.0,unknown,0.0
21862,28,blue-collar,single,primary,no,1199.0,yes,no,cellular,30.0,jul,1011.0,20.0,-1.0,0.0,unknown,0.0
21863,54,housemaid,married,primary,no,182.0,no,no,cellular,25.0,aug,284.0,4.0,-1.0,0.0,unknown,0.0
21864,23,housemaid,married,tertiary,no,66.0,yes,no,cellular,7.0,may,1391.0,2.0,-1.0,0.0,unknown,1.0
21865,50,services,divorced,secondary,no,81.0,no,no,cellular,8.0,may,746.0,2.0,-1.0,0.0,unknown,0.0
21866,57,retired,married,secondary,no,107.0,no,no,cellular,14.0,jul,85.0,2.0,-1.0,0.0,unknown,0.0
21867,55,services,divorced,secondary,no,141.0,yes,no,unknown,6.0,may,262.0,2.0,-1.0,0.0,unknown,0.0
21868,34,technician,married,secondary,no,883.0,yes,no,unknown,21.0,may,648.0,1.0,-1.0,0.0,unknown,0.0
21869,40,unemployed,married,primary,no,1908.0,yes,no,cellular,5.0,feb,1661.0,2.0,-1.0,0.0,unknown,1.0
21870,55,entrepreneur,divorced,primary,no,29.0,no,no,unknown,16.0,jun,500.0,1.0,-1.0,0.0,unknown,0.0
21871,52,management,married,tertiary,no,583.0,no,no,cellular,17.0,nov,209.0,1.0,91.0,2.0,failure,1.0
21872,32,student,single,tertiary,no,0.0,no,no,cellular,6.0,aug,101.0,5.0,3.0,6.0,other,0.0
21873,32,management,single,tertiary,no,0.0,yes,no,cellular,30.0,apr,370.0,3.0,-1.0,0.0,unknown,1.0
21874,35,technician,single,secondary,no,1.0,no,no,unknown,30.0,may,66.0,4.0,-1.0,0.0,unknown,0.0
21875,26,admin.,married,unknown,no,4311.0,no,no,cellular,26.0,may,75.0,1.0,-1.0,0.0,unknown,0.0
21876,24,technician,single,secondary,no,-46.0,yes,no,unknown,19.0,may,23.0,1.0,-1.0,0.0,unknown,0.0
21877,43,blue-collar,married,secondary,no,3.0,yes,no,telephone,13.0,may,26.0,1.0,174.0,2.0,failure,0.0
21878,49,housemaid,divorced,secondary,no,267.0,no,no,telephone,9.0,feb,23.0,5.0,-1.0,0.0,unknown,0.0
21879,42,management,married,unknown,no,587.0,yes,no,unknown,19.0,jun,16.0,9.0,-1.0,0.0,unknown,0.0
21880,52,management,married,tertiary,no,994.0,no,no,cellular,8.0,sep,127.0,1.0,370.0,4.0,failure,0.0
21881,42,blue-collar,married,secondary,no,160.0,yes,yes,unknown,26.0,jun,190.0,1.0,-1.0,0.0,unknown,0.0
21882,27,student,single,secondary,no,568.0,yes,no,cellular,18.0,may,28.0,6.0,-1.0,0.0,unknown,0.0
21883,43,management,married,secondary,no,445.0,no,no,cellular,22.0,aug,108.0,18.0,-1.0,0.0,unknown,0.0
21884,28,admin.,single,secondary,no,20.0,yes,no,cellular,14.0,may,17.0,5.0,370.0,4.0,other,0.0
21885,38,management,single,tertiary,no,667.0,yes,no,cellular,17.0,apr,479.0,2.0,-1.0,0.0,unknown,0.0
21886,39,management,married,tertiary,no,8195.0,no,no,cellular,5.0,aug,121.0,3.0,-1.0,0.0,unknown,0.0
21887,35,technician,married,secondary,no,114.0,yes,yes,cellular,9.0,sep,105.0,3.0,97.0,4.0,failure,0.0
21888,35,admin.,single,secondary,no,0.0,yes,no,cellular,3.0,feb,80.0,1.0,273.0,1.0,failure,0.0
21889,45,services,divorced,secondary,no,608.0,yes,yes,cellular,7.0,may,1135.0,3.0,323.0,30.0,failure,1.0
21890,58,management,married,unknown,no,0.0,no,no,unknown,11.0,jun,145.0,1.0,-1.0,0.0,unknown,0.0
21891,34,admin.,married,secondary,no,1671.0,no,no,unknown,21.0,may,160.0,1.0,-1.0,0.0,unknown,0.0
21892,56,entrepreneur,divorced,tertiary,no,3846.0,no,no,cellular,31.0,jul,86.0,7.0,-1.0,0.0,unknown,0.0
21893,39,admin.,married,secondary,no,260.0,yes,no,cellular,17.0,apr,146.0,1.0,281.0,1.0,failure,0.0
21894,45,management,married,tertiary,no,-114.0,yes,no,cellular,20.0,apr,257.0,1.0,-1.0,0.0,unknown,0.0
21895,49,technician,married,secondary,no,25.0,yes,yes,cellular,19.0,aug,51.0,2.0,-1.0,0.0,unknown,0.0
21896,27,management,single,tertiary,no,0.0,yes,no,cellular,1.0,apr,124.0,1.0,-1.0,0.0,unknown,0.0
21897,45,self-employed,married,secondary,no,396.0,no,no,cellular,28.0,aug,238.0,1.0,-1.0,0.0,unknown,0.0
21898,32,management,married,tertiary,no,138.0,no,no,cellular,20.0,aug,94.0,4.0,-1.0,0.0,unknown,0.0
21899,29,blue-collar,married,secondary,no,15.0,yes,yes,unknown,9.0,may,432.0,2.0,-1.0,0.0,unknown,0.0
21900,39,technician,single,tertiary,no,139.0,no,no,telephone,1.0,jun,182.0,1.0,-1.0,0.0,unknown,0.0
21901,31,technician,single,unknown,no,694.0,yes,no,unknown,6.0,jun,431.0,2.0,-1.0,0.0,unknown,0.0
21902,50,technician,married,tertiary,no,2611.0,no,no,cellular,12.0,may,177.0,1.0,387.0,2.0,success,0.0
21903,38,management,single,tertiary,no,1373.0,no,no,cellular,22.0,oct,119.0,4.0,-1.0,0.0,unknown,0.0
21904,31,blue-collar,married,primary,no,3007.0,yes,no,unknown,9.0,may,283.0,1.0,-1.0,0.0,unknown,0.0
21905,42,management,single,tertiary,no,11891.0,no,no,cellular,6.0,apr,158.0,1.0,-1.0,0.0,unknown,1.0
21906,36,technician,married,secondary,no,432.0,yes,no,cellular,29.0,aug,65.0,2.0,-1.0,0.0,unknown,0.0
21907,36,services,married,secondary,no,22.0,yes,no,cellular,6.0,may,125.0,2.0,-1.0,0.0,unknown,0.0
21908,40,management,married,secondary,no,1251.0,yes,no,cellular,5.0,aug,406.0,1.0,-1.0,0.0,unknown,0.0
21909,41,blue-collar,single,secondary,yes,-386.0,no,yes,cellular,20.0,nov,477.0,1.0,-1.0,0.0,unknown,1.0
21910,26,entrepreneur,married,secondary,no,1.0,yes,no,cellular,24.0,jul,70.0,2.0,-1.0,0.0,unknown,0.0
21911,60,self-employed,married,primary,no,362.0,no,yes,cellular,28.0,jan,326.0,1.0,183.0,6.0,success,0.0
21912,26,admin.,single,secondary,no,96.0,no,no,cellular,11.0,aug,349.0,1.0,70.0,3.0,failure,1.0
21913,42,housemaid,married,primary,no,128.0,no,no,cellular,6.0,aug,492.0,2.0,-1.0,0.0,unknown,0.0
21914,36,self-employed,married,secondary,no,1245.0,yes,no,unknown,6.0,jun,1469.0,9.0,-1.0,0.0,unknown,1.0
21915,31,unemployed,single,secondary,no,500.0,yes,no,cellular,18.0,may,184.0,2.0,350.0,2.0,failure,0.0
21916,35,technician,single,secondary,no,126.0,no,no,cellular,22.0,aug,112.0,2.0,-1.0,0.0,unknown,0.0
21917,31,technician,married,secondary,no,17.0,yes,no,cellular,28.0,jul,266.0,3.0,-1.0,0.0,unknown,0.0
21918,33,admin.,single,secondary,no,0.0,yes,no,cellular,19.0,nov,85.0,2.0,-1.0,0.0,unknown,0.0
21919,26,management,single,tertiary,no,828.0,yes,no,cellular,30.0,jan,141.0,1.0,-1.0,0.0,unknown,0.0
21920,34,blue-collar,married,secondary,no,3990.0,yes,no,cellular,24.0,jul,633.0,7.0,-1.0,0.0,unknown,0.0
21921,56,retired,married,tertiary,no,3616.0,no,yes,cellular,12.0,aug,63.0,2.0,-1.0,0.0,unknown,0.0
21922,52,admin.,single,secondary,no,2398.0,yes,no,cellular,3.0,nov,412.0,1.0,-1.0,0.0,unknown,1.0
21923,49,blue-collar,married,primary,no,518.0,yes,no,unknown,12.0,jun,223.0,1.0,-1.0,0.0,unknown,0.0
21924,33,services,married,secondary,no,260.0,yes,no,cellular,31.0,mar,248.0,1.0,-1.0,0.0,unknown,0.0
21925,46,blue-collar,married,primary,no,648.0,no,no,cellular,14.0,aug,59.0,4.0,-1.0,0.0,unknown,0.0
21926,29,blue-collar,single,secondary,no,228.0,no,no,cellular,5.0,feb,355.0,1.0,-1.0,0.0,unknown,0.0
21927,36,self-employed,married,primary,no,161.0,no,no,cellular,21.0,aug,239.0,3.0,-1.0,0.0,unknown,0.0
21928,41,management,married,tertiary,no,36.0,no,no,unknown,9.0,jun,44.0,4.0,-1.0,0.0,unknown,0.0
21929,36,management,married,tertiary,no,446.0,yes,no,telephone,16.0,jul,174.0,5.0,-1.0,0.0,unknown,0.0
21930,39,technician,married,tertiary,no,2869.0,no,no,cellular,3.0,apr,115.0,1.0,-1.0,0.0,unknown,0.0
21931,51,blue-collar,divorced,secondary,no,104.0,no,no,cellular,9.0,jul,71.0,1.0,-1.0,0.0,unknown,0.0
21932,48,services,married,secondary,no,3726.0,yes,no,cellular,29.0,jul,369.0,2.0,-1.0,0.0,unknown,0.0
21933,58,retired,married,secondary,no,150.0,yes,no,unknown,5.0,jun,420.0,4.0,-1.0,0.0,unknown,0.0
21934,32,admin.,married,secondary,no,76.0,yes,no,unknown,21.0,may,189.0,2.0,-1.0,0.0,unknown,0.0
21935,31,services,single,secondary,no,2251.0,yes,yes,cellular,17.0,jul,134.0,1.0,-1.0,0.0,unknown,0.0
21936,57,management,married,tertiary,no,4547.0,no,no,cellular,7.0,aug,314.0,4.0,-1.0,0.0,unknown,0.0
21937,33,admin.,married,secondary,no,372.0,yes,no,unknown,16.0,jun,106.0,10.0,-1.0,0.0,unknown,0.0
21938,44,technician,married,secondary,no,10888.0,yes,no,cellular,5.0,aug,163.0,1.0,-1.0,0.0,unknown,0.0
21939,37,student,divorced,tertiary,no,0.0,no,no,telephone,30.0,jul,100.0,6.0,-1.0,0.0,unknown,0.0
21940,32,blue-collar,married,secondary,no,822.0,yes,no,cellular,14.0,may,19.0,8.0,366.0,6.0,failure,0.0
21941,32,blue-collar,married,secondary,no,472.0,yes,no,cellular,20.0,apr,58.0,2.0,342.0,2.0,failure,0.0
21942,42,unemployed,married,tertiary,no,576.0,no,no,cellular,3.0,jun,447.0,2.0,96.0,1.0,success,1.0
21943,62,management,married,secondary,no,4562.0,yes,no,cellular,3.0,mar,168.0,1.0,-1.0,0.0,unknown,1.0
21944,32,blue-collar,married,primary,no,4.0,yes,no,unknown,26.0,may,76.0,5.0,-1.0,0.0,unknown,0.0
21945,27,blue-collar,married,secondary,no,818.0,yes,no,unknown,3.0,jun,188.0,5.0,-1.0,0.0,unknown,0.0
21946,36,admin.,single,secondary,no,2556.0,yes,no,cellular,13.0,apr,342.0,1.0,-1.0,0.0,unknown,0.0
21947,35,self-employed,married,tertiary,no,0.0,no,no,cellular,8.0,jul,201.0,1.0,-1.0,0.0,unknown,0.0
21948,38,technician,married,secondary,no,2264.0,yes,no,cellular,17.0,apr,204.0,1.0,-1.0,0.0,unknown,0.0
21949,59,blue-collar,married,primary,no,754.0,no,no,cellular,11.0,aug,225.0,4.0,-1.0,0.0,unknown,0.0
21950,46,management,married,secondary,no,10.0,yes,no,cellular,29.0,jul,122.0,7.0,-1.0,0.0,unknown,0.0
21951,42,unemployed,married,unknown,no,970.0,yes,no,telephone,17.0,nov,725.0,1.0,119.0,10.0,success,0.0
21952,46,blue-collar,married,secondary,no,1685.0,yes,no,cellular,29.0,aug,203.0,2.0,-1.0,0.0,unknown,0.0
21953,23,admin.,single,secondary,no,21.0,yes,yes,cellular,14.0,may,183.0,3.0,-1.0,0.0,unknown,0.0
21954,41,technician,married,secondary,no,0.0,no,no,unknown,20.0,jun,267.0,2.0,-1.0,0.0,unknown,0.0
21955,31,management,single,tertiary,no,338.0,yes,yes,telephone,14.0,jul,216.0,2.0,-1.0,0.0,unknown,0.0
21956,48,housemaid,married,primary,no,380.0,yes,no,cellular,22.0,jul,188.0,5.0,-1.0,0.0,unknown,0.0
21957,30,technician,single,tertiary,no,3086.0,yes,no,cellular,20.0,nov,150.0,1.0,-1.0,0.0,unknown,0.0
21958,29,student,single,tertiary,no,1679.0,no,no,cellular,2.0,feb,485.0,2.0,-1.0,0.0,unknown,0.0
21959,36,management,married,tertiary,no,531.0,yes,no,unknown,17.0,jun,187.0,2.0,-1.0,0.0,unknown,0.0
21960,31,management,single,tertiary,no,0.0,no,no,cellular,19.0,aug,133.0,2.0,-1.0,0.0,unknown,0.0
21961,31,management,married,tertiary,no,10.0,no,no,cellular,20.0,nov,283.0,1.0,-1.0,0.0,unknown,0.0
21962,37,services,divorced,secondary,no,2152.0,yes,no,cellular,18.0,nov,200.0,1.0,-1.0,0.0,unknown,0.0
21963,28,technician,single,tertiary,no,230.0,yes,no,cellular,20.0,apr,505.0,3.0,-1.0,0.0,unknown,0.0
21964,40,management,single,tertiary,no,185.0,no,no,cellular,29.0,aug,173.0,4.0,-1.0,0.0,unknown,0.0
21965,52,technician,divorced,secondary,no,388.0,yes,yes,unknown,27.0,may,139.0,1.0,-1.0,0.0,unknown,0.0
21966,43,blue-collar,single,tertiary,no,1344.0,yes,no,cellular,14.0,jul,74.0,2.0,-1.0,0.0,unknown,0.0
21967,33,technician,single,tertiary,no,764.0,no,no,cellular,6.0,aug,244.0,2.0,-1.0,0.0,unknown,0.0
21968,45,technician,married,secondary,no,2403.0,no,no,cellular,21.0,nov,207.0,1.0,-1.0,0.0,unknown,0.0
21969,44,admin.,married,secondary,no,0.0,yes,no,cellular,6.0,aug,142.0,1.0,260.0,1.0,other,0.0
21970,48,management,married,tertiary,no,363.0,no,no,cellular,18.0,nov,67.0,1.0,-1.0,0.0,unknown,0.0
21971,32,admin.,divorced,secondary,no,2017.0,no,yes,cellular,17.0,jul,686.0,1.0,-1.0,0.0,unknown,0.0
21972,33,housemaid,single,tertiary,no,1107.0,yes,no,cellular,18.0,mar,201.0,1.0,-1.0,0.0,unknown,1.0
21973,37,services,married,secondary,no,1.0,no,no,unknown,15.0,may,395.0,2.0,-1.0,0.0,unknown,0.0
21974,52,blue-collar,single,secondary,no,1541.0,yes,no,unknown,14.0,may,243.0,1.0,-1.0,0.0,unknown,0.0
21975,51,management,divorced,tertiary,no,318.0,yes,no,cellular,6.0,may,102.0,2.0,355.0,2.0,failure,0.0
21976,29,management,married,secondary,no,147.0,yes,yes,unknown,7.0,may,376.0,2.0,-1.0,0.0,unknown,0.0
21977,55,blue-collar,married,unknown,no,-102.0,yes,no,unknown,23.0,may,35.0,1.0,-1.0,0.0,unknown,0.0
21978,57,management,married,secondary,no,82.0,no,yes,telephone,4.0,feb,140.0,1.0,-1.0,0.0,unknown,0.0
21979,58,retired,divorced,tertiary,no,5253.0,no,no,cellular,9.0,apr,162.0,4.0,295.0,3.0,failure,0.0
21980,33,admin.,married,tertiary,no,1636.0,yes,yes,cellular,18.0,nov,62.0,1.0,-1.0,0.0,unknown,0.0
21981,53,admin.,married,secondary,no,-375.0,yes,no,unknown,23.0,may,24.0,1.0,-1.0,0.0,unknown,0.0
21982,75,retired,married,secondary,no,1470.0,no,no,telephone,27.0,feb,49.0,1.0,-1.0,0.0,unknown,0.0
21983,40,blue-collar,married,secondary,no,1074.0,yes,no,cellular,9.0,apr,90.0,2.0,-1.0,0.0,unknown,0.0
21984,45,housemaid,married,secondary,no,20187.0,yes,no,cellular,17.0,nov,707.0,1.0,-1.0,0.0,unknown,0.0
21985,33,technician,single,secondary,no,1733.0,yes,no,cellular,14.0,may,895.0,3.0,-1.0,0.0,unknown,0.0
21986,34,technician,single,secondary,no,-329.0,yes,no,unknown,27.0,may,280.0,1.0,-1.0,0.0,unknown,0.0
21987,45,technician,married,primary,no,-63.0,yes,no,cellular,20.0,apr,847.0,5.0,-1.0,0.0,unknown,0.0
21988,50,blue-collar,married,secondary,no,84.0,yes,no,cellular,17.0,jul,18.0,8.0,-1.0,0.0,unknown,0.0
21989,22,services,single,secondary,no,361.0,no,no,telephone,7.0,jun,140.0,4.0,367.0,2.0,failure,0.0
21990,31,admin.,single,secondary,no,320.0,yes,no,cellular,15.0,may,376.0,2.0,-1.0,0.0,unknown,0.0
21991,35,management,single,tertiary,no,62.0,yes,no,cellular,20.0,apr,213.0,3.0,-1.0,0.0,unknown,1.0
21992,34,admin.,married,tertiary,no,434.0,no,no,cellular,8.0,jul,165.0,3.0,-1.0,0.0,unknown,0.0
21993,39,services,divorced,secondary,no,42.0,no,no,cellular,31.0,jul,75.0,2.0,-1.0,0.0,unknown,0.0
21994,33,technician,single,secondary,no,31.0,no,yes,cellular,25.0,aug,131.0,3.0,-1.0,0.0,unknown,0.0
21995,39,technician,married,secondary,no,140.0,no,no,cellular,22.0,aug,110.0,1.0,-1.0,0.0,unknown,0.0
21996,32,management,married,tertiary,no,0.0,no,no,cellular,19.0,aug,198.0,6.0,-1.0,0.0,unknown,0.0
21997,45,blue-collar,married,primary,no,487.0,yes,no,cellular,29.0,jan,117.0,1.0,163.0,4.0,failure,0.0
21998,45,self-employed,married,tertiary,no,430.0,yes,no,cellular,2.0,feb,221.0,1.0,206.0,2.0,failure,0.0
21999,41,management,married,tertiary,no,4824.0,no,yes,cellular,18.0,jul,168.0,7.0,-1.0,0.0,unknown,0.0
22000,64,entrepreneur,married,tertiary,no,2331.0,no,no,telephone,9.0,nov,201.0,1.0,-1.0,0.0,unknown,1.0
22001,35,management,single,tertiary,no,478.0,yes,no,cellular,14.0,may,107.0,1.0,265.0,2.0,failure,0.0
22002,32,technician,single,secondary,no,315.0,yes,no,cellular,5.0,feb,280.0,2.0,-1.0,0.0,unknown,0.0
22003,30,services,married,secondary,no,48.0,yes,no,cellular,31.0,jul,662.0,13.0,-1.0,0.0,unknown,1.0
22004,65,retired,married,primary,no,276.0,no,no,cellular,22.0,apr,229.0,1.0,-1.0,0.0,unknown,1.0
22005,37,blue-collar,single,secondary,no,1672.0,yes,no,cellular,11.0,jul,484.0,1.0,-1.0,0.0,unknown,0.0
22006,46,services,divorced,unknown,no,973.0,no,no,cellular,2.0,feb,297.0,1.0,-1.0,0.0,unknown,0.0
22007,40,technician,married,tertiary,no,11766.0,yes,no,cellular,13.0,apr,218.0,2.0,242.0,9.0,failure,1.0
22008,36,admin.,married,tertiary,no,828.0,yes,no,unknown,29.0,may,116.0,1.0,-1.0,0.0,unknown,0.0
22009,28,technician,married,secondary,no,655.0,yes,no,unknown,9.0,may,179.0,2.0,-1.0,0.0,unknown,0.0
22010,32,management,single,tertiary,no,1625.0,yes,no,cellular,19.0,aug,451.0,6.0,-1.0,0.0,unknown,0.0
22011,42,entrepreneur,married,tertiary,no,157.0,yes,yes,unknown,7.0,may,650.0,1.0,-1.0,0.0,unknown,0.0
22012,37,self-employed,married,secondary,no,8230.0,yes,no,cellular,17.0,nov,51.0,1.0,-1.0,0.0,unknown,0.0
22013,23,student,single,secondary,no,381.0,no,no,cellular,23.0,feb,696.0,1.0,189.0,2.0,other,1.0
22014,38,blue-collar,married,secondary,no,4336.0,yes,no,cellular,31.0,jul,226.0,6.0,-1.0,0.0,unknown,0.0
22015,34,services,divorced,secondary,no,107.0,no,yes,cellular,18.0,nov,110.0,2.0,-1.0,0.0,unknown,0.0
22016,65,retired,married,primary,no,1760.0,no,no,cellular,18.0,aug,855.0,4.0,-1.0,0.0,unknown,1.0
22017,44,admin.,married,secondary,no,248.0,no,no,unknown,6.0,jun,18.0,1.0,-1.0,0.0,unknown,0.0
22018,26,management,single,tertiary,no,1494.0,yes,no,cellular,6.0,may,477.0,2.0,-1.0,0.0,unknown,0.0
22019,42,blue-collar,married,secondary,no,-422.0,no,no,cellular,9.0,jul,31.0,1.0,-1.0,0.0,unknown,0.0
22020,50,admin.,married,unknown,no,-1137.0,yes,yes,unknown,20.0,jun,64.0,1.0,-1.0,0.0,unknown,0.0
22021,30,blue-collar,single,primary,no,5641.0,no,no,cellular,21.0,nov,695.0,3.0,-1.0,0.0,unknown,0.0
22022,33,technician,married,primary,no,5.0,no,no,unknown,21.0,may,57.0,2.0,-1.0,0.0,unknown,0.0
22023,35,blue-collar,single,secondary,no,5.0,no,no,unknown,19.0,may,268.0,3.0,-1.0,0.0,unknown,0.0
22024,34,blue-collar,divorced,secondary,no,-301.0,yes,yes,cellular,18.0,may,465.0,2.0,-1.0,0.0,unknown,0.0
22025,35,technician,married,secondary,no,141.0,yes,no,cellular,19.0,aug,299.0,2.0,-1.0,0.0,unknown,0.0
22026,55,management,married,secondary,no,11743.0,yes,no,unknown,30.0,may,75.0,1.0,-1.0,0.0,unknown,0.0
22027,41,technician,single,unknown,no,5372.0,yes,no,cellular,13.0,jan,248.0,3.0,-1.0,0.0,unknown,1.0
22028,28,student,single,secondary,no,29.0,no,yes,cellular,6.0,feb,402.0,1.0,-1.0,0.0,unknown,0.0
22029,45,blue-collar,married,primary,no,1691.0,yes,no,unknown,14.0,may,57.0,1.0,-1.0,0.0,unknown,0.0
22030,42,management,married,tertiary,no,0.0,yes,no,cellular,18.0,jul,177.0,5.0,-1.0,0.0,unknown,0.0
22031,36,technician,married,tertiary,no,99.0,yes,yes,cellular,17.0,nov,57.0,1.0,-1.0,0.0,unknown,0.0
22032,27,student,single,primary,yes,25.0,no,no,unknown,28.0,aug,8.0,1.0,-1.0,0.0,unknown,0.0
22033,39,blue-collar,single,secondary,no,1672.0,yes,no,cellular,20.0,apr,462.0,1.0,648.0,1.0,failure,1.0
22034,33,services,single,secondary,no,3358.0,yes,no,cellular,5.0,feb,502.0,2.0,-1.0,0.0,unknown,0.0
22035,54,retired,married,secondary,no,883.0,no,no,telephone,5.0,feb,305.0,4.0,-1.0,0.0,unknown,0.0
22036,43,services,married,secondary,no,177.0,yes,no,cellular,8.0,may,120.0,1.0,-1.0,0.0,unknown,0.0
22037,53,management,married,tertiary,no,3443.0,yes,no,unknown,28.0,may,48.0,2.0,-1.0,0.0,unknown,0.0
22038,60,admin.,married,unknown,no,478.0,no,no,cellular,19.0,jul,173.0,2.0,311.0,8.0,failure,1.0
22039,36,technician,married,secondary,no,216.0,no,no,cellular,29.0,aug,80.0,2.0,-1.0,0.0,unknown,0.0
22040,26,admin.,single,secondary,no,1099.0,no,no,cellular,15.0,jan,99.0,2.0,225.0,13.0,other,0.0
22041,34,management,married,tertiary,no,250.0,no,no,cellular,9.0,dec,787.0,1.0,188.0,8.0,other,0.0
22042,31,management,married,tertiary,no,720.0,yes,no,cellular,9.0,nov,94.0,3.0,-1.0,0.0,unknown,0.0
22043,43,admin.,married,primary,no,-516.0,yes,no,unknown,28.0,may,438.0,2.0,-1.0,0.0,unknown,0.0
22044,55,management,married,tertiary,no,1713.0,no,no,cellular,27.0,aug,88.0,5.0,-1.0,0.0,unknown,0.0
22045,76,retired,married,secondary,no,2302.0,no,no,telephone,5.0,feb,110.0,1.0,87.0,2.0,failure,0.0
22046,36,admin.,married,unknown,no,2323.0,no,no,cellular,19.0,nov,111.0,1.0,-1.0,0.0,unknown,0.0
22047,52,housemaid,married,unknown,no,544.0,no,no,cellular,12.0,aug,254.0,2.0,-1.0,0.0,unknown,0.0
22048,24,management,single,tertiary,no,1030.0,no,no,cellular,4.0,mar,396.0,2.0,-1.0,0.0,unknown,1.0
22049,40,technician,single,secondary,no,822.0,yes,yes,cellular,29.0,jan,155.0,2.0,245.0,3.0,failure,0.0
22050,45,technician,divorced,tertiary,no,10768.0,yes,no,cellular,2.0,jun,147.0,3.0,78.0,2.0,failure,0.0
22051,36,technician,married,tertiary,no,491.0,yes,no,unknown,8.0,may,103.0,3.0,-1.0,0.0,unknown,0.0
22052,55,entrepreneur,married,tertiary,no,3459.0,yes,yes,cellular,20.0,nov,88.0,2.0,112.0,3.0,other,0.0
22053,28,student,single,secondary,no,154.0,yes,no,unknown,20.0,may,21.0,9.0,-1.0,0.0,unknown,0.0
22054,48,management,married,tertiary,no,1167.0,yes,yes,cellular,26.0,jan,122.0,4.0,50.0,4.0,other,0.0
22055,50,admin.,divorced,secondary,no,797.0,yes,no,telephone,25.0,jul,72.0,8.0,-1.0,0.0,unknown,0.0
22056,49,management,married,unknown,no,126.0,yes,no,cellular,29.0,jul,195.0,2.0,-1.0,0.0,unknown,0.0
22057,41,blue-collar,married,secondary,no,51.0,yes,no,unknown,29.0,may,39.0,22.0,-1.0,0.0,unknown,0.0
22058,24,student,single,secondary,no,547.0,no,no,telephone,5.0,may,60.0,1.0,-1.0,0.0,unknown,0.0
22059,51,self-employed,married,primary,no,307.0,yes,yes,unknown,17.0,jun,65.0,2.0,-1.0,0.0,unknown,0.0
22060,55,blue-collar,married,secondary,no,2010.0,no,no,unknown,19.0,jun,446.0,1.0,-1.0,0.0,unknown,0.0
22061,43,management,married,tertiary,no,177.0,no,no,unknown,20.0,jun,9.0,18.0,-1.0,0.0,unknown,0.0
22062,60,retired,married,secondary,no,1091.0,no,yes,telephone,15.0,jul,778.0,3.0,-1.0,0.0,unknown,0.0
22063,39,technician,married,secondary,no,52.0,no,no,cellular,12.0,aug,96.0,2.0,-1.0,0.0,unknown,0.0
22064,53,services,married,secondary,no,-391.0,no,no,cellular,14.0,jul,122.0,3.0,-1.0,0.0,unknown,0.0
22065,41,blue-collar,married,secondary,no,140.0,yes,no,cellular,29.0,jan,636.0,2.0,-1.0,0.0,unknown,0.0
22066,32,technician,single,secondary,no,1089.0,no,no,cellular,6.0,sep,125.0,2.0,-1.0,0.0,unknown,0.0
22067,39,entrepreneur,married,tertiary,no,5848.0,yes,no,cellular,19.0,nov,55.0,1.0,-1.0,0.0,unknown,0.0
22068,31,technician,single,secondary,no,667.0,yes,no,cellular,21.0,nov,279.0,1.0,-1.0,0.0,unknown,0.0
22069,31,entrepreneur,married,tertiary,no,5156.0,yes,no,cellular,28.0,jul,147.0,3.0,-1.0,0.0,unknown,0.0
22070,36,management,single,tertiary,no,5340.0,yes,no,cellular,7.0,aug,113.0,4.0,-1.0,0.0,unknown,0.0
22071,46,blue-collar,married,secondary,no,1147.0,yes,no,cellular,20.0,apr,720.0,1.0,-1.0,0.0,unknown,1.0
22072,45,admin.,married,secondary,yes,-571.0,no,no,cellular,13.0,aug,332.0,2.0,-1.0,0.0,unknown,0.0
22073,31,entrepreneur,divorced,tertiary,no,1767.0,no,no,telephone,25.0,jul,395.0,6.0,-1.0,0.0,unknown,0.0
22074,44,blue-collar,married,primary,no,353.0,yes,no,unknown,13.0,may,705.0,1.0,-1.0,0.0,unknown,0.0
22075,29,management,married,tertiary,no,314.0,no,no,unknown,28.0,may,938.0,2.0,-1.0,0.0,unknown,1.0
22076,45,blue-collar,married,primary,no,900.0,yes,no,telephone,15.0,may,26.0,1.0,340.0,1.0,failure,0.0
22077,36,services,married,secondary,no,238.0,no,no,cellular,30.0,jan,424.0,1.0,-1.0,0.0,unknown,0.0
22078,25,technician,single,secondary,no,505.0,no,yes,cellular,17.0,nov,386.0,2.0,-1.0,0.0,unknown,1.0
22079,41,management,single,tertiary,no,0.0,no,no,cellular,7.0,aug,91.0,2.0,-1.0,0.0,unknown,0.0
22080,58,blue-collar,single,primary,no,26.0,yes,no,cellular,12.0,may,600.0,4.0,-1.0,0.0,unknown,0.0
22081,36,admin.,divorced,secondary,no,506.0,yes,no,unknown,5.0,may,577.0,1.0,-1.0,0.0,unknown,0.0
22082,55,management,married,tertiary,no,1909.0,no,no,cellular,8.0,aug,167.0,1.0,-1.0,0.0,unknown,0.0
22083,39,self-employed,divorced,tertiary,no,155.0,no,no,cellular,19.0,nov,449.0,2.0,-1.0,0.0,unknown,0.0
22084,40,technician,married,primary,no,284.0,yes,no,cellular,20.0,apr,1332.0,2.0,-1.0,0.0,unknown,1.0
22085,60,management,married,unknown,no,2508.0,no,no,unknown,9.0,jun,91.0,1.0,-1.0,0.0,unknown,0.0
